perfection 	 family 3 stay 4 night long Thanksgiving weekend . warmly greet Frances check we without problem . room excellent , yes , window - seat cool ! nice cuddle blanket cup coffee watch shopper scurry around street . we traditional Thanksgiving dinner McCormick & amp ; Schmick 's , less 5 minute walk hotel . starbuck coffee lobby morning wonderful , wine reception evening nice . hotel set Wii kid enjoy parent sip wine relax . the hotel amazingly friendly comfortable . everyone staff smile face , even Thanksgiving day . mean much . finally , location . else say ? perfection . 
 Good need little updating 	 ' ve stay hotel time always good experience . recent trip , notice floor smell musty . room good wallpaper peel wall generally need little TLC . 
 Jan 15 2007 	 could perfect birthday ... 	 reserve & quot ; Rock star & quot ; suite boyfriend 's birthday month month advance . arrive Hotel Monaco , tell we double booked room . many email hotel inquire room available . try make provide we room wonderful view river give we ten dollar gift certificate resturant - not even use . felt take advantage young . doorman not make we feel well tell we not first time & quot ; rock star & quot ; suite . however , conceirge incredible provide we bottle champagne birthday deliver birthday cake order . not room confusion - would wonderful stay . 
 Jan 10 2007 	 little gem big city 	 Husband receive stressful call college student 8:00 pm , need Chicago soon possible . long trip arrive 1:00 start search hotel . exhaust , worried , pack hurry forgot multitude thing . take wrong turn , try get back Michigan avenue see Hotel Monaco . know come , helpful kind we . get room , room stunning , warm , beautiful view . bathroom stock everything need . morning walgreen right next door extra thing forgot pack , really store could ever want need within walking distance . eat breakfast restaurant , , feel Server pick fact worried tired , go way make we comfortable . Chicago feel overwhelming , Hotel Monaco little gem big city . location perfect . room bright , colorful , room two big window seat could sit watch city activity read relax . would great place exciting , well plan trip Chicago , unlike unplanned trip night , either way service friendly , invite , ready make feel relaxed welcome . usually place stay difficult time life not leave good memory , we , Hotel Monaco perfect place . 
 Jan 4 2007 	 would definitely stay 	 love place ! ! convenient train ride Midway Airport , block two away Randolph station . arrive noon , even though checkin not 3 get two room immediately , really nice . room face river huge cushion window seat ( easily size single bed ) . king size bed comfortable , bed really nice . Turndown service night great little extra . expect come back fill ice bucket chocolate pillow . toiletry nice , appreciated umbrella leave room . brother & quot ; tall & quot ; room like ( long bed & amp ; tall shower ) , view roof ice bucket not fill one night . bellhop hold bag since not leave town well checkout . problem either . easy walk distance Macy 's , Nordstrom Rack , goldcoast dog , CTA , number bus stop , block ton store restaurant . notice many people dog , hear bark room . would definitely stay . 
 Dec 19 2006 	 great view Chicago River 	 stay Chicago Hotel Monaco one - night visit business . fantastic view Chicago River room 14th floor . perhaps member Kimpton 's loyalty program up - grade . case , view river sitting room 's window seat great . Kimpton property , hotel good internet access , good working desk good lighting , good Aeron - style desk chair . seem like small matter , hotel Kimpton hotel consistently offer business traveler good work space excellent ( free ! ) internet access . be nice know Kimpton Hotels count able get access email get work do laptop room . Hotel Monaco property , Chicago Hotel Monaco unique , funky decor , room large average , attentive employee . would agree reviewer in - house restaurant special . breakfast , so - so . other remark , location hotel great , convenient El ( direct train ride Midway Airport ) . not stay Burnham , Hotel Monaco strike good value , great location visit downtown Chicago . 
 Dec 16 2006 	 Good Hotel Burnham well 	 stay Monaco recently nice . usually stay Burnham , another Kimpton hotel Chicago , decide try Monaco give web site indicate room quite bit large term square foot . not large . Burnham room nice street view State Washington . Monaco overlook alley . Monaco nice excellent location . south river great access magnificant Mile , Loop El . if Burnham book , would stay Monaco . 
 Dec 13 2006 	 Excellent Customer Service Hotel Monaco 	 Mr husband recently stay Hotel Monaco Chicago . extremely pleased customer service hotel . staff friendly helpful , even go far hand we umbrella head door rainy day . room clean , boast hip decor . especially love plush animal - print bath robe , available guest . turn service bonus . arrive back hotel evening find ice ice bucket , bed turn chocolate pillow , relax jazz music playing room , light dimly light . wow ! addition , wine hour evening make stay top . hotel conveniently locate Magnificent Mile restaurant district . will definately stay Kimpton property future . thank Hotel Monaco grand experience . 
 Dec 9 2006 	 fabulous view / drafty window 	 problem Hotel Monaco : clothe steamer work , yet promise locate function steamer , send broken steamer back room . flight Chicago delay push check - in 10 next day . call 5 pm ask cancel reservation never ask hold room / charge card . arrive early next morning , expect trouble since check - in not 3 pm . reservation indeed cancel . take 20 minute check , up - side staff put we top floor , slightly face river . charge we previous night , surprisingly assume industry standard charge room even traveler show up . we breakfast hotel restaurant , merely exhausted flight cancellation venture Michigan Ave . would recommend restaurant- fare standard service slow . not restaurant local would choose go , not standard hotel restaurant ? room standard amenities- high - thread count sheet , 2 funky animal - print bathrobe , Aveda product , highlight fabulous windowseat . spend many time sit cushion window , look river & quot ; corncob & quot ; tower . window HUGE come major draft , curtain thick help alleviate draft . another minor fun perk delicious hard candy front desk . would stay , definitely . location choice , close everything ( l , Millenium Park , Chicago Cultural Center , fabulous local establishment Moonstruck Chocolates Michigan Ave Intelligentsia Coffee Randolph , Loop ) . 
 Dec 7 2006 	 comfortable 	 live far west Chicago suburb , often offer hotel room downtown area use particularly busy time , trade show , etc . stay several boutique hotel , mostly River North area , find none well Hotel Monaco . room clean thoroughly every day , staff extremely friendly accomodate , room quite large comfortably furnish . view corner suite outstanding enjoy lounge oversized window seat . feel like vip hotel would hesitate stay . 
 Nov 28 2006 	 standard downtown hotel 	 wife book room four night Thanksgiving weekend suprise hotel sink TA ranking late . location fine room quiet enough complaint . big problem window not open - even crack . recycle air dry make room little stuffy . clean service ( mention previous review ) great - bed turndown inconsistent part room seem untouched . peel scratch wallpaper caulking around bathtub little moldy stain . reception staff inconsistent well . concierge service not professional . having say , need say rate recieve Hotwire reasonable . find hard call hotel substandard compare downtown & quot ; four - star & quot ; establishment Chicago , different . however , high rate one pay convention town would left we disappointed . not see reason choose Kimpton , say , Hotel Intercontinental . 
 Nov 14 2006 	 Good could improve 	 generally really like Kimpton . stay fabulous one Portland another NYC . Hotel Monoco ok annoying weakness . pro : great bed , good linen robe towel . clean room obliging , always pro - active staff . fabulous location . con : constantly ask extra towel , usually Kimpton record keep preference . sometimes get turn , sometimes . one day even service sign , room make till well 2 ask desk . staff cooperative really personalize service . room next put fish hall stay day housekeeping staff ignore . finally , complain fish neglect , pick up . bad con adjacent restaurant . mediocre rather standard hotel dfare , quite overpriced . breakfast order la carte . Staff always seem rush overwhelmed . standard Kimpton associate restaurant . because general room comfort , cleanliness location would probably stay . 
