good 	 make reservation take advice traveller site . arrive 11 hour flight midday , quiet room look court yard ready we . room overly big , clean comfortable bed , great shower clean bathroom . nice decor good amenity . thoroughly recommend Cafe Pescatore adjacent hotel food good . ideally locate Fishermans wharf , cable car , plus supermarket across road . staff friendly helpful ( even buy we English Tea hot water ) .The wine reception great idea nice meet traveller great access free internet access room . 
 Jul 7 2004 	 Awesome experience ! 	 stay past weekend LOVED ! front desk friendly prompt . 24 hr . valet fast well . ultra clean , large corner room view Coit Tower Wharf . location perfect walk wharf North Beach . morning coffee biscotti nice touch well drink free wine hour evening . go wrong ! 
 Jun 25 2004 	 great location ! 	 stay Tuscan Inn 2 nite June 2004 find quite appealing . superb location , reasonable price , easy access main sight transit line get around city . clean well - appoint room bit smallish family four , ( use King , sofa bed rollaway ) , one previous reviewer indicate , spend time . excellent staff service adjoin italian restaurant superb . nice lobby . cheerful staff prompt service . highly recommend ! 
 Jun 14 2004 	 Friendly Staff Great Location ! 	 stay 3 night ! location great , close wharf , easy walk pier 39 , less block 's walk Cable Cars . friendly , helpful knowledgeable staff help anything want need . parking $ 26 / day - free valet priv . back ! 
 Jun 12 2004 	 great hotel 	 stay June 2004 3 night . love friendly , relaxed atmosphere opportunity meet fellow guest & quot ; happy hour & quot ; hotel lobby evening . location hotel provide easy walk numerous area attraction . room little small clean well appoint . enjoy stay much return another night leave San Francisco area . highly recommend . 
 Jun 6 2004 	 Great Place stay SF ! 	 stay Tuscan Inn Halloween Weekend 2003 . absolutely problem whatsoever , courtyard room quiet , small cozy . , need huge & amp ; fancy suite city like San Francisco explore ? ! location perfect , right near Wharf lot restaraunt & amp ; shop . also , block away trolley turnaround . motorcycle rental place bicycle rental place 5 second away , take full advantage . Tuscan also offer complimentary wine happy hour 5 - 6pm warm & amp ; cozy lobby wind day meet hotel guest hang . stay ever return San Francisco ! ! 
 Apr 14 2004 	 Excellent Hotel 	 husband stay March 2004 4 night en - route Australia . hotel absolutely brilliant , conveniently situated within walk distance tourist activity , Wharf , Pier 39 , cable car etc . the room clean , spacious quiet ( ask quiet room ) . manager 's wine reception every evening 5 - 6 pm must meet fellow traveller incline . the Cafe Pescatore ( adjoining ) must like italian food . pizzas pastas superb , tirasamu world ! , fantastic hotel great location . would definitely recomme place look forward return future . 
 Apr 9 2004 	 Loved ( Beware Incompetent Desk Clerk ) 	 stay Tuscan Inn August 2003 9 day . love location able walk take trolley desire local destination . hotel staff great housekeeping go far organize toiletry brough home leave scatter vanity . room decor cute give small size room ( case SF hotel room ) , use space well provide charming relax atmosphere . originally Monterey Bay area fiance Alabama . first trip CA fall love awesome time . hotel restaurant overprice average -- would advise venture . real problem checkout . receive bill pay walk door notice incorrect . overcharge least $ 600 . turn around went back front desk clerk inform could make correction give refund handed card accounting 's number . advise call return DC ( currently lunch ) . give could not understand error stand front pointing . leave hash long distance phone . 15 minute refuse help tell beyond control practice make correction desk , another woman ( manager ? ) overhear ask problem . explain fix 3 minute give refund . perhaps still train kind person like pretend know not want ask help . outside incident , everyone else great . review bill closely ! ! 
 Apr 5 2004 	 great location nice atmosphere ! 	 hotel charming enjoy stay ! location terrific- away city hassle within walk distance many attraction . room small attractive . bathroom quite small compare hotel adequate . staff friendly helpful . complaint restaurant open 7 offer buffet hotel offer . wind go Hyatt next block great breakfast buffet get early start book tour . nighly wine reception also chance meet other chat ! 
 Mar 31 2004 	 pleasant 	 spend 3 night Tuscan Inn . clean , decorate nicely , nice amenity umbrella available use ( need ! ) , pleasant staff , close Wharf , block cable car turnaround , Pier 39 shopping , & amp ; ferry boat tour . travel desk helpful . restaurant expensive good food . would definitely stay . 
 Mar 28 2004 	 great location 	 San Fran Feb. 2004 . love hotel room . small use , location make . courtyard room ( make sure ask one , otherwise room face busy road ) . staff helpful busy . make sure realize pay parking . within walking distance Warf , Cable car turn around , little Italy , Lombard Street . stay . 
 Mar 22 2004 	 will stay ! 	 wife attend conference San Francisco June 2003 . first check downtown hotel book internet ( pickwick ) . disappointment ! room promise : small , drab , different bed type promise , etc . definitely want spend rest visit nice hotel . call several hotel , book Tuscan Inn Fisherman 's Wharf . deliteful experience ! friendly staff bend backward make we feel welcome comfortable ! reservation staff help find room cost much low & quot ; rack rate . & quot ; clean , airy room . complimentary wine , beer , snack every afternoon . even complimentary chair massage ! Tuscan Inn rescue we start unpleasant first visit wonderful city . return , , Tuscan Inn hotel choice ! 
 Mar 15 2004 	 Tuscan Inn great . 	 one night 's stay bestwestern Tuscan Inn Fisherman 's Wharf district hope . reserve two room , one son girlfriend , one . Deluxe King Room , look like brochure website . son 's Deluxe room 2 double bed , cut room size . be within walk distance Fisherman 's Wharf everything area . ask quiet room , , although look wall . okay , much time spend room . must say , honor bar quite expensive . pay $ 26.00 valet parking , okay . eat two meal Pescatore Cafe , food good , staff exceptionally nice . also , hotel staff helpful considerate . let we keep luggage car check , go back Wharf . ' ve never San Francisco , go . everyone experience , 's wonderful city . 
 Mar 3 2004 	 love Tuscan Inn 	 Tour Guide , stay hotel second nature Tuscan Inn stand fine property . intimate , close personal attention staff exceptionally clean room . addition , location , location , location . thank great hotel ! 
 Feb 26 2004 	 Taste Italy near Fisherman 's wharf 	 back week 9/11/01 , stay 5 day ! Great Location . close shop & amp ; resturant @ Pier 39 & amp ; Fisherman 's Wharf . also , China Town & amp ; cablecar within walking distance . great people , service terrefic , ( especially stressful time ! ) morning biscotti coffee , & amp ; early afternoon wine hit spot . room comfortable , clean & amp ; cozy . nice lobby area fireplace , great view garden . curteous staff help travel plan tour also assist check - out ( plane still ground . ) team Hotel great food & amp ; service @ Cafe Pescatore , would definitely choose hotel SF , experience will not ever forget . 
 Feb 23 2004 	 great location small room ... 	 finally arrive Tuscan Inn wrong address , disappointed find $ 50 pet charge . website indicate pet - friendly hotel , call verify , never tell charge . aupset , since $ 89 / night room go $ 138 / night parking ( $ 24 / night ) pet charge . also disappointed hotel 's & quot ; room service & quot ; come nearby pizzeria , hotel still charge fee delivery . disappoint money ever spend hotel , also small room ever stay . clerk check rather rude . next morning husband go front desk see anyone would little kind rude man night . fortunately female manager appease . ready leave , despite fact would fork money pet charge somewhere else . end stay , though less spending money . work front desk person Best Western quite awhile lookout good service facility ... impressed . that say , location marvelous . not pull car parking garage whole time . since sight want see mostly around Pier 39 , able walk everywhere . also handy 7 - 11 close one purchase snack soda room . would stay ? maybe , get good deal , bring dog . 
 Feb 19 2004 	 outstanding service 	 wife spend Valentine 's Day Weekend Tuscan . leave home contact hotel get courtyard room , 's quieter , rose room arrive . Yvette handle room concierge ill , give number local florist . arrive room flower . Friday , 5 - 6pm manger hour wine , beer etc . time meet new people enjoy good beverage . room nicely appoint honor bar outrageously price . hotel locate near Fisherman 's Wharf . 
