nice 	 recently stay Excalibur Thanksgiving week . upon enter hotel able go straight check - in , plenty friendly attendent take care we . ask view thing airport , hubby plane watch gambling ... lol ... request meet easily . arrive early due time change ... 10 am , check til 3 pm able get room immediately . room one old room yet remodel . neat clean , exception little finger print window . bed comfortable clean . casino bright active , drink service could alittle available . nice place great location . 
 great spot cheap price ! ! ! 	 location perfect . price great . time share propaganda annoying . $ 29.95 eat day buffet excellent . 
 beware Mandatory charge 	 book trip cheaptickets.com go online print confirmation , find unwelcome surprise - & quot ; mandatory hotel charge collect hotel checkout : resort fee $ 20.00USD per Night taxable - include fitness center access , free drink more . & quot ; know mandatory charge time booking , would able compare option well . far concerned , dishonest pricing policy - include fee part hotel charge ? will not stay will certainly lookout hotel future . 
 Nice Hotel full kid 	 bad hotel find room 23rd floor tower 2 playground kid nighttime think hold elevator funny ! ! hound upon check go claim free gift redeemable give $ 40 deposit attend time share meeting new resort next day tell bring credit card form idendity ! ! go figure ! ! 
 Excellent Excalibur Experience 	 arrive & quot ; remodel widescreen room & quot ; find partial remodel . new tv , low - end remodel bath , new pillowtop mattress . warn thin pillowtop . sheet clean , stain . blanket dirty double sheet . however , request extra sheet . room furniture appear original . third day , hall fill 8 scream kid run knock door . security arrive contact security manager 2nd time thing calm . cocktail service casino horrible . plus find excellent maintenance staff ; good service Sherwood Cafe , location . overall , recommend hotel unless budget - conscious . step Circus Circus , stay elsewhere next visit . 
 great Time Las Vegas 	 problem Excalibur even though comment make negative . book online get great deal price include admission & quot ; Defending Caveman & quot ; .The staff relax friendly reception , room , 25th floor , Tower 2 , face tower , clean quiet . issue whatsoever . the one thing bit annoying fact people look like work hotel approach offer free show ticket turn try get attend & quot ; time - share meeting & quot ; . not hotel 's fault , annoying . 
 Jun 15 2009 	 well thought 	 stay Tower 1 , know not update like Tower 2 , not expect palace . room clean , yes could upadate , stay Tower 2 want pay $ 20 night modern room . previous visit stay Sarhara . book Excalibur slighty concernd reading review , get pay ! price Sarhara , bar couple dollar , great . pool brilliant , load sun lounger , towel music . spoke people stay New York New York - pool great - small sun shineword warning - not go timeshare visit .... even though save $ 100 show ticket , will never get back 4 hour ( yes , 4 hours ! ) spend . rep constantly ask walk door ! overall , Vegas budget stay Excalibur ! 
 Jun 14 2009 	 good base explore strip good price 	 choose stop Vegas jet - lag buster way Sydney New York . it great choice . we reserve basic room Excalibur internet , ask low room check - in upgrade & quot ; Widescreen & quot ; Room Tower B . convenient location ignore tasteless tacky decor public floor casino - walk fast could - either Luxor well quality food offering , walkway New York MGM south end strip . pool area excellent - lifesaver duty people pool . not much shade though . check - in check - out efficient housekeeping room acceptable . 
 Jun 12 2009 	 would definately go ! ! 	 quick note Excalibur Hotel strip vegas , be cheap ( average price per night £ 45 ) , be clean ( tower 1 hotel quite date still clean tower 2 refurbish also clean ) . many kid around reviewer say staff pretty helpful . complaint difficult getting serve bar due enough staff . I would definately stay would recommend anyone ! 
 Jun 11 2009 	 would never stay ! ! 	 outside look nice get room old update . bed hard uncomfortable . first day take shower , noticed water go drain fast , second day shower drain completely get clog friend able shower ! ! call room service transfer 3 time different department could tell problem . hour half later Las Vegas fun time waste barely get try fix problem ( way flood shower make whole room smell like $ h ! ) . wait , house keeping go & quot ; clean & quot ; . fold comforter adjust pillow throw trash . cleaning ! ! change bedding , clean floor ! end change we different room hall . move thing go room room ( belonging ) , family already give room walk . room key try get room UNCLEAN ! DRAIN PROBLEM ! one fried say last time stay , rain problem well . hotel disgusting ! 
 Jun 11 2009 	 Excalibur 2nd time - great ! 	 stay Excalibur May 25 29th , second stay excalibur fourth trip Vegas ! miss Vegas long go back would stay Excalibur 3rd time chance . fly Alliegant Air direct GR , michgian - good flight flight could direct - guess ' m spoil ! catch taxi airport hotel , direct driver take strip , not think like gesture since overcharge we $ 3.00 trip - live learn , LOLCheck speedy , arrive around 11:00 Vegas time - attempt $ 20 trick nice man behind counter refuse money upgrade us strip view room . originally book upgrade room tower 2 , recommend , first trip view except concrete tower time room face Tropicana Ave perfect view NYNY roller coaster MGM . room room , thing complain many other would great small coffee pot room . complain room service , read noticed room service item leave hallway day , never witness . gambler time register player card small amount gambling ( drop less $ 50 ) , lady luck corner give . LOLWe eat Diablo 's MC , Pink Taco Hard Rock Hotel & amp ; Casino - two restaurant prefer Pink Taco Diablo 's food quality service quality . rent cabana Excalibur Thursday $ 80 - well worth however day three poolbar server call leave three server entire pool area - luckily discretely pack & quot ; beverages & quot ; mix pool cabana . cabana offer much needed shade since 97 day . I not find common area Excalibur sticky smoking , place ( however Tropicana smell like throw - ) . Party Pit bit interesting ( not find much offensive ) scandalously clothe dancer might much , hotel try fit Sexy part Sin City also try bill kid friendly - unfortunately can not . see Anthony Cools Paris - must see offend anything human sexuality like would pass - husband shy problem F bomb - must see wax museum - okay know cheesy three time never want experience - IMHO museum worth $ 25 wished would wait get ticket versus online since website offer $ 10 . club / bar people can not comment . trip FANTASTIC LOVE Vegas time go . 
 Jun 10 2009 	 flash substance 	 be still one gorgeous casino exterior , overall experience Excalibur less satisfying . gaming area ok , staff rude . ask show ID waitress , one time ask sort pleasant tone . service general relatively poor . room one newly renovate & quot ; HD room & quot ; . however , enter room , blanket hole , pillow sheet stain , chair tear , toilet bust . mention 1 set towel washcloth room 3 occupant . casino happy upbeat staff member , Excalibur 's staff would barely make eye - contact we keep speak minimum excitement tone voice . thing Casino pretty cool . cool little souvenir shop upstairs food court . food court itselfs offer wide range meal choice , fast food eat buffet steakhouse top - level restaurant . another cool part casino newly refurbish pool area . relax pool perfect way relax long night win big ( hopefully ! ) ! also , family , one kid - friendly casino strip . 's snack bar right next big slot area parent play little still keep eye kid . 's also huge carnival - style arcade downstairs complete Carnival Games , Skeeball , Multiple HUGE Crane Machines , arcade , 3d motion picture theatre . what save casino 's already - mention AWESOME location . walkway connect directly casino Luxor NewYorkNewYork , well nearby casino Mandalay Bay , MGM , Monte Carlo , Excalibur good choice look bed call night money gamble . if want glamourous Vegas casino , however , Excalibur . 
 Jun 10 2009 	 good hotel 	 excalibur good value money . location hotel could well , next luxor , share corner new york new york , tropicana & amp ; MGM could ask ? hotel clean , Staff helpful , restaurant good value . sherwood cafe really nice breakfast buffet . there fast food place preffer Macdonalds , ect . entertainment non stop , tournament king great evening entertainment age good meal include ticket price . stay 5 night start trip tower2 room lovely everthing except coffee maker , take travel kettle ect . second stay 1 night prior flight home tower1 . disapointe room , smell damp open door , decor , bed cover bed old , A / C noisy , T.V old compare large wide screen lcd tv tower2 room . if first stay , would last . so insist tower2 room regret stay hotel . transport duce bus stop side hotel bus run strip downtown every minute . 7 dollar 24hr . ticket great rush time , hop on / hop day evening like ! 
 Jun 9 2009 	 fairy tale castle Excalibur contain good value not expect Venetian ... 	 stay Excalibur several time . good part hotel : 1 ) location - it connect via tram Luxor Mandalay Bay adjacent New York , New York MGM Grand ; 2 ) price ( pay $ 35 canadian dollar ( $ 30 U.S. ) plus taxis ( mid - week ) get free upgrade ; 3 ) cheap food , 2 free drink ( coupon check - in ) ; 4 ) pool expand cheap Cabana rental Vegas ( start around $ 80 ) ; 5 ) resort fee ( hotel Vegas charge extra ' Resort Fee ' $ 5 - 20 nite ) - resort fee $ 5 ( cheap ) . great tip book hotel hotels.ca rather hotels.com - that way take advantage currency difference Canadian Dollar U.S. Dollar ( often ) save $ $ . long know currency difference ... pay ? ? usually always get free upgrade renowe room flat screen free mid week , ask ( like slip front desk guy $ 10 make sure ) .The hotel definately value seeker people budget , be fine . keep mind still SEVENTH LARGEST HOTEL PLANET EARTH ( 4,008 room ) , unlucky people get stick crappy , dirty room , vast majority we really nice Excalibur . when look value , definately stay Excalibur . want high end , stay elsewhere ( pay , ) . , good choice Vegas budget . 
 Jun 9 2009 	 Problems Report ! 	 stay problem deicde go back . check easy book wide Screen Room tower 2 . room spacious comfortable . part have not dust that s big deal £ 38 night ! ! do not eat hotel go pool time pack , actually negative thing little girl start drown one pool even though 3 4 lifeguard around pool , girlfriend kid dad jump save . lifeguard do not move inch bit scary ! concierge lady helpful help we book helicopter tour . nothing bad good abut hotel , decent location , cheap cheerful good atmosphere casino . 
 Jun 9 2009 	 wonderful place Vegas stay 	 return 5 day stay Excalibur . impressed room , etc facility general layout . service good aspect . Location South end strip good . in - house show Tournament king worth see - typical american slant King Arthur & amp ; knight . return Vegas would definitley consider stay hotel . 
 Jun 8 2009 	 much well 	 stay tower 2 , remodel tower , nice . stay 3 yr ago HORRIABLE time , comp stay . plan stay , recommend tower 2 ( new room ) . comment disappoint , area inside hotel , half naked girl dance , smell cigarette smoke , kid beware , smokey dancing girl . eat Sherwood cafe , OK . go tournament king dinner great , food good . last morning eat buffet breakfast , really gross , not wast time money there . we use tram get around strip , problem , go fremont street , think disappointment , show really bad , neat see old casino . the Excalibur make good bad experience , return , ( tower 2 ) . 
 Jun 8 2009 	 good young people stag hen otherwise avoid ! ! ! ! 	 give hotel two star , one location view wide screen upgrade view room one cheap looking will not get well warn ! hotel ram full young people , stags hen partying , weekend appalling improve little , stay 4 day total . casino area darker , dirty , smoky seedy hotel enter Vegas . machine music loudest encounter whole hotel vast actually feel claustrophobic . pool area bang dance music chart music day ram , young people drink . there residue someone sick hallway arrive remain 4 day later . two glass leave outside adjacent door arrive leave . room well maintain sheet not fit bed untucked second lay , great good night sleep . I group 18 range late 20 's late 60 's age group without exception hate hotel . afford well take unless party hard will feel depressed return Excalibur . 
 Jun 7 2009 	 would never recommend hotel anyone ! ! ! 	 room dirty , electrical outlet room work ( big problem thing need charge- pay someone come room hair / makeup plug flat iron / curl iron ; maintenance called- tell we work ? ? bathtub- shower stall . pool close 6 pm ...... ? ? ? desert ! ! ! ask it- tell local kid still school . waitress pool ( go 5 6 day ) rude , would go way bring anything .... pool filthy ! ! look like not vacuum pool months- mold grow corner stair ! ! ! never ! ! ! ! 
