great 	 spend 3 night hotel November 2008 refurbishment provide feedback site hotel contact assure problem rectifice agree stay visit year . true word problem sort return fabulous 4 night stay hotel . room excellent view Empire State Building , clean spacious door staff extremely helfpul , pleasant informative especially Tarek . I defintely stay future . 
 amazing hotel ! 	 Affinia amazing hotel stay whilst trip Big Apple . centrally locate , yet far enough hussle bussle . be far Grand central station ( attraction self ! ) get tube train easy . also Chrysler building doorstep . room could see Empire State lovely surprise . the room beatifully decorate , feel luxuary . bed ... wow bed ! ! comfortable , much look forward get end busy day .. pillow also good . bathroom also gorgeous ( seem odd say ! ) clean . housekeeping keep room immaculate , not see spot dust . bed change make every day . room service - poor not bother . food yuck - like cook 3 hour previously sit hot plate waiting bring , also expensive worth . instead go Scottys cafe open 24hours day locate short walk hotel ( go main enterance take right , cross road look leave will see , blue yellow ) . location ideal , short walk sight . walk hotel normal tourist site central park , Rockafeller . Empire State cool , yet Chrylser building Rockafeller building give amazing view Empire . empire build nightmare quee ! ! queue get , queue get security , queue get lift 80th floor , queue get another lift 86th ( observation ) get queue get . think spend 3 hour total queuing leave plenty time ! ! also Staute Liberty - make sure pre reserve go observation deck ( 2 week advance ) want go crown need reserve least 2 MONTHS advance ! also make sure cruise Hudson world yacht - amazing food amazing view ! hotel really good value money chic , classy brilliantly locate truely unforgettable experience ! 
 13 night Shelburne ... want leave ! ! 	 get back 2 week stay Affinia Shelburne . take husband New York surprise 50th birthday want more . stay queen suite 15th floor fantastic view Empire State Bldg New York skyline . fantastic balcony ( proper sized balcony , sit drink sunset watch city 's colour change ) heaven ! ! room spotless staff helpful especially Jada front desk jolly doorman ! ! location fantastic . New York 3 time far good location . safe walk around night problem walk fact everywhere New York with . even though Rooftop bar close go look view breathtaking . memorable birthday back next year stay Shelburne ! ! 
 everything expected 	 stay Shelburne 12 night good friend 50th birthday . picky real clean freak . have book standard room upgrade 15th floor suite ( balcony ! ) arrival . fabulous experience . hotel modern , clean quiet , plus great location . staff deal helpful , kind friendly - concierge houskeeping . great kitchen , load space include huge closet , bathroom lovely . spend age internet look reasonably price hotel NYC tick box - Shelburne . would stay recommend everyone . fabulous girlie birthday holiday NYC - thanks large part Shelburne . 
 lovely NYC experience 	 daughter stay Affinia Shelburne two night Thanksgiving Holiday . prior stay read trip advisor review want make sure could get room 2 bed . contact hotel directly tell request could make guarantee . notice assistant general manager respond trip advisor review decide contact request directly . e - mail answer day please guarantee room two bed . upon arrival greet extremely friendly doorman follow one pleasant reception clerk ever meet . wonderful treatment continue entire stay include every single person come contact ( housekeeping , maintenance staff hall , bellman , check ) . find extraordinary . travel NY many time meet friendly people every single person . room clean , bed comfortable nice workspace . restaurant next door ( get without go outside ) yummy breakfast . plus excellent location . would hesitate stay . 
 business model seem base generate repeat customer ... 	 fact : Booked Priceline reasonable price . greet front desk friendly helpful . notice small grafitti wall upon exit elevator floor . long something like wall 3.5 star hotel ? bad oman think . that nothing compare TOILET BRUSH , ( hopefully fall maintenance cart ) , hallway outside room . informed front desk take time remove , guess not bother . long would something like hallway 3.5 star hotel ? enter room use shower . exit shower happen look ceiling notice large 16 & quot ; pizza size miss piece plaster bed , loose material still attach . would real 3.5 star property room service ? think not . first call mention hole meet bad already shower use room approach . later call make front desk switch different room . . 30 minute initial TOILET BRUSH HALLWAY mention . Brush remove employee bring new room key . later mention problem Priceline meet denial Hotel . ( photo hole bed denial seem poor strategy . bottom line : not bid 3.5 star Priceline MTE may end here . the hotel seem mostly fill tour overseas one time Priceline buyer . stay away 
 Aug 5 2007 	 Sad disappoint 	 high hope Shelburne give many fine review photo accomodation Affinia website . not know photo take ... maybe 15 20 year ago ? ? ? ! yes , unit spacious , extremely worn dire need refurbishment ! ! ! find staff solicitous , wallpaper begin peel wall ... wood furniture doubt beautiful one time look like come flea market ... sofa soil tear ... lamp work old poor condition ... baseboards terrible condition carpet , yes , musty & quot ; old building & quot ; kind smell . ' m afraid overall feel place we depressing . Shelburne Murray Hill doubt lovely , warm wonderful hotel one point , today . bed comfortable clean staff wonderful we ; however , bed staff need refurbish environment place receive anything 2 star . meantime , will want manage expectation place be go disappointed . sorry . 
 Jul 31 2007 	 expect 	 due stay one night trip New york . say underwhelmed start lug bag store room porter , room ready . expect . the room tired need update , however bad point extremely musty smell . hotel offer put air freshner , could move we full . stay far nice hotel New York rate charge . roof top bar though plus definitely worth visit . 
 Jul 25 2007 	 wonderful stay shelburne 	 enjoy stay Shelburne , love rooftop bar view though never drink . room - one - bedroom suite comfortable especially separate lounge area , tv bedroom & amp ; loungeroom & amp ; full size fridge kitchen . request quiet room & amp ; certainly get . location handy Lexington Ave & amp ; close 37th St easy walk Grand Central Station . also good bar / restaurant downstairs , food good . also accommodate adult son decide stay we last minute give we room 2 queensize bed & amp ; charge we extra surprise New York . room bite old furnish Affinia dumont ( see review ) probably well suit family much large foyer & amp ; lounge area magazine / newspaper . also good supermarket donate unemployed homeless people ( small deli everywhere ) find 3rd Ave block 37th turn leave ( think ) sorry find last day cos always tend walk towards Grand Central towards Times Square , Murray Hill area safe & amp ; clean . 
 Jul 20 2007 	 Lots space 	 need suite NYC , good choice . location central quieter many midtown spot . although furniture date replace soon , staff nice great restaurant first floor . would stay , sure . 
 Jul 16 2007 	 Great Family Destination 	 family four stay four night great location . even though be lex , be quiet , residential neighborhood . not let reviewer fool regard age hotel , be well maintain comfortable . since 's convert apartment complex , one bedroom suite , kitchen , bathroom large living room . pull sofa not work kid , immediately bring two great roll - away bed . comfortable . able leave bag arrive early check - in time hotel . hotel worth cost ( much low many ' standard ' hotel room ) , easy 7 minute walk Grand Central Terminal , catch subway line . view balcony Empire State Building Chrysler Building add overall charm hotel . would DEFINATELY stay ! 
 Jul 13 2007 	 great location expect price 	 stay Shelburne five day break New York . room good size reception friendly , willing find information . coupon room Macy 's discount bonus . deli couple block provide good food . location brilliant , street Chrysler building easy walking distance five avenue macy 's . roof top bar nice feature expensive , pay £ 20 glass wine beer . great view worth picture people able afford one visit stay . room face wall make room quieter think worth trade view . would go back stay hotel would recommend . 
 Jul 12 2007 	 great deal great staff great place ! 	 get back & quot ; girl ' weekend & quot ; City , definitely recommend Shelburne Murray Hill . three we book one - bedroom suite . first us arrive , 12:30 Friday , desk clerk note girl ' weekend . could ask simply dump bag desk room ready 3 p.m. check - in , apologize -- apologized ! -- room ready , promptly upgrade two - bedroom suite charge ! suite jaw dropping -- two big bedroom ( two queen - size bed phenomenally comfortable matresse bedding ) , two full bath , dining area , kitchen , living room area pull - out couch . also mention hotel hoppin ' weekend , can not say clerk simply place empty . the staff remain wonderful weekend -- especially bellman Eddie Rodriquez , never fail appear whenever walk lobby seem particularly adept handle three different party ' request simultaneously . oh , location -- mid - town -- safe neighborhood surround plenty restaurant . all , can not guarantee will upgrade free well , thing perfect . stay half good 's , will great time . 
 Jul 11 2007 	 Loved ! ! ! 	 Shelburne locate quiet neighborhood still block grand central wonderful ! staff friendly helpful ! complimentary gym facility plus me- open 24 hour , little extras towels water . stay studio quite roomy compare hotel ' ve stay NYC . room quiet clean ( pillow menu well ) large closet well equip kitchen , bathroom make 's lack size cleanliness effcient storage space ! beyond exceed expectation - affordable price ! rooftop bar ice cake ! can not wait come back ! 
 Jul 10 2007 	 EXCELLENT HOTEL ! 	 stay Shelburne Murray Hill July 3rd-8th EXCELLENT experience . staff friendly , knowledgeable service orientate . slight problem room service charge within 10 minute find reporting , rectify . housekeeping impeccable . suite large NYC note slightly outdated , however plan renovation . even slightly outdate furnishing accomdation still comfortable nice . bed amazingly comfortable & quot ; pillow menu & quot ; offer help immensely . bar / restaurant onsite ( Rare ) serve delicious food reasonable NYC price . drink standard , feel seem water . rooftop bar / lounge nice well . able see 4th July firework easily . would recommend hotel anyone know travel NYC , whether friend kid single , would stay future trip . neighborhood many restaurant , diner , bar D'Agostino 's block half away ! 
 Jun 4 2007 	 absolutely Perfect 	 exceptionally spacious excellent value . one - bedroom suitefor family four roomy enough really enjoy place toeat breakfast dinner relax walk hour around thecity . although furniture nick scratch carpeting need stretch , bed -- even pull - out sofa -- comfortable , decor pleasant . two special treat able see top Empire State Building window , Chrysler Building Empire State Buildingfrom balcony . balcony sit coffee , read paper , listen relatively quiet sound city , feel breeze delight . please note , small portion room balcony . supply free paper day -- Journal , NY Times , USA Today . nice locate residential area , quiet DAG 's ( Dagastino 's ) grocery store couple block away . 34th 42nd crosstown bus close , Grand Central short 5 block away . would look forward stay . 
 may 30 2007 	 place stay NYC ! love ! ! ! ! 	 second trip NYC , plan time see daughter work NYC . 10 - year - old son 's first visit . get Spring Break trip NYC cancel due weather lose $ 2000 airfare hotel cost , research cost - effective place stay re - schedule trip May . delighted choice Shelburne Murray Hill . room spacious clean , staff friendly accommodate -- especially doorman -- one even let son sit Harley treat we like royality ! ! busstop right across street lodging , subway far either -- handy daughter meet we we explore fabulous city . kitchenette allow we save $ $ meal cost . 3rd Street , east ( ? ) hotel , neighborhood delis grocery touristy expensive . view top hotel great . hotel family - friendly cater adult , well . can not say enough stay NYC wonderful hotel -- real bargain expensive ( OKC standard ! ! ) city . one tip -- pack sensible walk shoe plan visit map ! definitely stay next visit . Janice , OKC , OK 
 May 17 2007 	 Wonderful Wonderful wonderful 	 great one night stay life . first trip NY hotel , will not last . everyone friendly hotel modern clean . one night teenage daughter niece . side trip college pick trip summer break . expectation please find . everyone helpful full smile . Jose bellman always happy help give good info dinner . Denise doorman , begin . need information breakfast spot ( Scotty 's ) internet usage , man see . main reason return hotel already tell several people . location great , price right service outstanding . 
 May 14 2007 	 Disappointing 	 check non - smoking , king studio suite 5/11/07 . front desk service Michelle friendly helpful able check we several hour early . room ' furnishing age head toward shabby - wear carpet , furniture look well - use tired , like come second - hand store , wallpaper paint peel bubble . dark blob something ceiling ' tell patch mildew maybe cocoon . general musty smell room dark slightly dingy , even light . try open window , neither window work properly wedge towel keep open inch . decide take shower flight NYC discover least 8 patch mildew bath tile plus bath drain block . complain assistant manager see sign anything . conclude find stand ankle - deep dirty bathwater next morning still stare mildew assistant manager must ignore request else send maintenance person watch tv ten minute instead fix drain clean bathtub surround tile . complain Michelle front desk time apologetic immediately make call maintenance demand expedite service visit room . time see evidence someone work bathroom drain problem cure may wipe mildew patch away leave intact . bad , though . room sufficiently large big closet contain iron ironing board . small kitchenette microwave , refrigerator , stove oven , sink full set cookware eating ware . like fact safe closet user - programmable combination could keep valuable lock tight . aside assistant manager , service friendly efficient . hotel situate nice , safe fairly quiet neighborhood ( ' police kiosk end block ) easy five minute walk Grand Central Station , seven minute walk Times Square 10 minute walk Broadway theater . eat lunch Rare Bar Grill base recommendation friend " good town " review Rare ' burger post hotel elevator . service bit average inattentive , huge french fry sampler platter actually worth caloric / fat intake , feature excellent regular fry season waffle fry , plus maybe good sweet potato fry ' ever . go regular hamburger ( Kobe beef burger intrigue $ 21 ! ? ! ) ; burger average , perhaps order medium - well , ' opt medium next time . try Rare ' breakfast buffet next morning good value , least NYC standard , $ 12 include unlimited juice , coffee , cereal , pastry , bagel , egg , fried potato , sausage , bacon good french toast . also go Rare View rooftop bar 16th floor quite nice pretty spring afternoon , view complimentary snack mix make $ 9 price beer . think people age 30 , though . overall , disappointing stay . ordinarily , would speak manager demand know would make thing right we , fact book every last room weekend ( mean probably nothing else well available ) , fact already pay room part Travelocity combo package plus tight , pack schedule , bother . decide stay assign Room 5S , ask nice one . ' issue likely stay elsewhere next time ny . 
 may 14 2007 	 great location lot room 	 family four , include two teenager , stay Shelburne six night April . overall , pleased ; however , thing attention detail . start , arrive tail end big storm , mean flight taxi delay , end arrive hotel 3 a.m. tired , yet clerk welcoming . although request non - smoking room high floor , give room 6th floor , suspect non - smoking ashtray room faint odor smoke . addition , sofabe make , request make online reservation , take 20 minute someone bring bedding . must say room quiet , face back hotel . bedroom one - bedroom suite actually quite nice view Chrysler Building . room large -- living room dining area , full kitchen , spacious bedroom . sofabe living room atrocious ; however , king - size bed bedroom comfortable ' ve sleep anywhere , high - quality sheet duvet . bathroom , small , large medicine cabinet keep clean . bathroom locate bedroom ( since use apartment ) , mean other use go bedroom . notice lampshade bedroom little worn , drape hard close . management inform we ( fill hotel survey ) hotel schedule full renovation August , include new kitchen , bathroom , furniture . nice , large lounge area lobby , flat - screen tv , newspaper , book , comfortable seating . computer available use $ 6.95 15 minute . doorman always friendly . good thing hotel location -- 5 - 10 minute ' walk two subway station ( one Grand Central ) , 10 minute Empire State Building , 15 minute Times Square . eat great breakfast first day Scotty 's Diner , block Lexington , enjoy nice dinner last night Sams Place 39th Lexington , small , cozy italian restaurant nice ambiance food . , would recommend Shelburne . lot research reserving , Shelburne offer great value . yes , could probably stay similar price ( pay $ 275- $ 300 night spring break ) Times Square area , would standard , small hotel room . , room spead ( essential teenage boy ! ) able fix breakfast snack . would stay , feel little attention detail , Shelburne would truly excellent . 
