Nov 	 good hotel great location 	 good clean hotel excellent location two minute pier 39 
 Apr 7 2006 	 noisy Hotel San Francisco ? 	 doubt , location hotel fab - direct access Fisherman 's Wharf 's great amenity . however , hotel disappoiting . room clean well decorate small - hardly enough space put iron board ! look forward good night sleep hotel , forget ! wall thin hear everything room next , & amp ; - voice , T.V , hairdryer etc .. noise plumbing make unbelievable . unlucky enough room overlook road , prepare constant noise traffic regular rubbish van delivery truck arrive 4.00am , leave engine run age . in summary , love Fisherman 's Wharf San Francisco would recommend hotel . 
 Apr 6 2006 	 Great Location ! O.K Hotel 	 stay hotel March - April 2006 . location fantastic , good view Alcatraz second floor room . room however slightly shabby nevertheless clean . ihop next door great breakfast check staff pleasant courteous . average hotel great central area . 
 Apr 1 2006 	 absolutely fabulous 	 first trip San Francisco unsure stay . hotel nice money 99 per night , excellent view clean quiet . fisherman wharf offer safe place much evening . nearby many dining option price range . transportation pretty much anywhere would want go within block , could reach within one block . hotel staff conceirge helpful . not miss Alcatraz Johnny Rockets , great fun . one tip go haight ashbury ( great we old hippie ) go golden gate park end Haight & quot ; back entrance & quot ; later discover nickname dealer heaven ! scarry even broad daylight ! 
 Mar 27 2006 	 4 star ! ! 	 check - in process quick least .. first room check horrible smell , mean bad like something dead . even maid ( room even though give key ) hold nose saying & quot ; bad SMELL wo not go away & quot ; ... decor ratty .. call immediately give another room . obvious first room much old old wing hotel . thankfully , 2nd room well seem clean . noisy night , blow dryer break . light flicker loudly bathroom , request bulb replace first night , never happen . 2nd morning awaken 6 am maid cleaning room upstairs , thump around move furniture 45 minute . awful . pool close service , something tell PRIOR arrival . offer let guest use pool another hotel ( inconvenient ) . say pay $ 125 thru online site , not normal $ 225 per night charge least ! ! park $ 40 per night , OUCH . will not stay place . WAY loud worth $ 225 + taxis fee . location great , noise problem low budget room worth deal . 
 Mar 15 2006 	 Great Location ! 	 stay 3 night February . location great Fisherman 's wharf - restaurant shop . room clean tidy would agree comment noise . room overlook main street outside busy sometimes delivery truck would arrive 6 am run engine age try drift back sleep ! would also agree comment go dark around street hotel . fine around Fisherman 's Wharf not venture around street desert much street lighting . great restaurant around area fantastic pancake restaurant right corner great breakfast . 
 Mar 12 2006 	 's Fine ! ! 	 stay 4 night 1st - 4th March . room , third floor , overlook car park could see top Coit Tower waterfront it . room huge bed fine , large quite adequate . hotel quiet sleep well . it be position fantastic , walk rear walkway directly onto wharf , short stroll Pier 39 , f - line almost outside thr tram car stop five - ten minute walk away . Breakfast get either McDonalds , Ihop small cafe within short stroll . staff helpful basically go well , would happily stay . 
 Mar 11 2006 	 Radisson ashame 	 Noisyest hotel ever encounter . one really bad everywhere . not plan get sleep . make sure get courtyard room view . watch people smoke balcony . lean balcony rail see Alcatraz parking garage . desk clerk give we courtyard say street face room noisy . can not imagine . courtyard carry Alcatraz decorate theme . room carpet burn , stain rag . replace 10 year ago . bathroom something grow behind door . guess not clean behind door cause nobody look anyway . location good well place location . checkin security staff nice . checkout clerk rude sarcastic . ask paperwork say not charge would not tell we anyway . go figure . not whiner complainer really easy go push we edge . loved SF would stay another hotel even cost . 
 Feb 26 2006 	 good hotel great price great locatoin 	 stay location . dark , street people come & amp ; be scare . Radisson Hotel direct walking path Fisherman 's Wharf . Hotel 's locate one two block away family side street dark . hotel room second floor , old dirty carpet , move we four floor clean quieti floor . staff nice helpful . 
 Feb 26 2006 	 freindly Staff Nice Room Nice Location 	 stay six night . everything fine . room clean , staff friendly , location lovely . right bay . courtyard / pool area also nice . right middle Wharf area , right F Muni line . not mind touristy , nice area . lot local bar restaurant shut around 9 10 , least time year . want dining drinking 2 , Union Square area might you . but hotel nice . 
 Feb 26 2006 	 bed sleep ..... 	 hotel introduce new electric operate bed . adjust firmness bed comfort . get queen size bed , people choose stiffness . great hard day site see . 
 Feb 23 2006 	 great location 	 stay 2 night . read review recommend request room overlook pool - right ! ! make request great room 3rd floor look pool , stand balcony also great view Bay Alcatraz . hotel outside hotel not balconie either ! ! pay upgrade Bay view room - end hotel directly face bay - really worth extra also overlook carpark . room 2 double bed plenty room baggage . bathroom also good size . small stall reception sell fruit , coffee etc want real american Breakfast ihop next door - get quite busy food service great . small 7/11 grocery store around corner cross road go hill short distance find Safeway . also far walk old tram stop Union Square bit shopping ! hotel entrance directly onto Wharf area really handy main entrance hotel Beach St run parallel behind main wharf area . check - in / out good really quick friendly staff - long queue ' ve stay hotel area . this really good overall hotel go back San Francisco , shall definately stay . 
