Coulde 	 slightly sceptical hotel read review site , like previous New York hotel ( similar review ) , decide go ahead book . arrival quite surprise much small lobby compare previous New York hotel ( Grand Hyatt ) , certainly not make less hotel . check 6 pm greet helpful polite man name Adelin something similar upgrade we corner room kitchenette amazing view . room nice clean , large comfiest bed ever sleep . staff extremely friendly , especially one valet 's . sure name either always wear large coat outside , always ask we enjoy day always stop chat . the location hotel not bad , walk bit hotel be talk 5 - 10minute walk Grand Central always Taxi 's outside ready business . I not try room service / hotel restaurant never normally pay price room service not seem expensive . get breakfast every morning little place corner 44th + 2nd call Plaza Delhi amazing pancake bagel really good price ( 2 cream cheese bagel + 3 large pancake syrup + 2 large coffee 's $ 9.95 ) .We not really try hotel facility pool gym etc , plan not really find time / do not energy walk around NY day . I would definitely stay hotel , stay thanksgiving get really good price hotel advance booking site . would recommend hotel anyone . 
 amazing view 	 would definitely recommmend hotel location panorama room . front desk staff could helpful though ! 
 great hotel .... quite walk shop sight 	 wonderful start hotel get upgrade huge room ( mini suite ? ) 39th floor . fantastic view high .... make sure really clear emergency stair ! room clean , staff really pleasant pool / gym good . my son wonderful time except distance shop sight . first walk Broadway 34th Street etc time get already ache foot . decide get cab fine cost really start mount . stay really need make sure get grip subway . 
 good hotel NY 	 Luxury hotel , cheap price , good service ... word ! 
 Aug 3 2004 	 good value mid - town ( east ) 	 clean , modern 4 star ( maybe 3.5 realistically ) east side mid - town . recently renovate room , acceptable size quite nice term furnishing etc . 1st/2nd avenue , pretty far east . compensation view , other comment well . I get $ 160 Priceline , consider good value overall . 
 Aug 3 2004 	 GREAT VIEW / very expensive 	 hotel funny . husband call one day quote one price , call make reservation quote different price 100.00 . check online room cost discount rate average 195.00 . pay $ 365.00 one night . service outstanding . bellman nice counter staff rather miserable . pool small considering amount room happen bumper bumper child . at 365.00 , expect find hair wall shower . also room must smoker room . smoke quit not like smell smoke , would hate smell . smoke must come bathroom vent . smell bad actually accuse sneak cigarette bathroom . we stay room despite nastiness supposively good view water Macy 's firework spend kind money ( 6th wedding anniversary ) go get view . it seem many room water view reservation guy could lie afraid chance it . however , despite nastiness view SPECTACULAR . right see empire state building though right well chrysler building leave see water UN . find bed comfortable AC work well . for person really tour city , hotel way . average get hotel Village run $ 8.00/ $ 10 tip . enjoy activity Midtown Village hotel way activity . train close . need take cab nearest subway station . sure would ever stay hotel . cheap stay midtwn location awesome TIME Hotel purchase eat drink cruise ticket water front row Macy 's celebration ... 
 Jul 26 2004 	 wonderful value NYC 	 stay Millennium UN Plaza Hotel July 16 - 19 love . get hotel $ 140 Priceline , value money . view room amazing . one entire wall window , night beautiful look city . arrive , request renovated room , get . really pleased . clean modern . people work hotel friendly helpful . subway entrance right outside , seriously , Grand Central 6 block away , be nice walk . pass John 's way stop yummy , inexpensive bite breakfast . overall , really enjoy stay . 
 Jul 11 2004 	 view ! 	 stay MILLENIUM UN many time say good feature breathtake view get staying room ! matter side room locate , go spend lot time window , though room corner probably good . a part weird mirror little dark lobby , room nice contemporary furnish also nice bathroom glass - top vanity . always find room pretty clean ( accord new york standard ! ) complain say something really positive sometimes elevetor incredibly slow wait several minute ! area safe UN bulde right front hotel room not noisy location little away caotic area . location though block midtown - action need walk little get interesting shopping area like 5th Avenue get nearest subway station 42nd st./Grand Terminal Station ... anyway place would recommend ! 
 Jul 4 2004 	 decent midtown hotel 	 recently stay UN Plaza rather extend stay 5 night . overall , pleased . room one modern room absolutely love simple , comfortable decor . lovely bar area floor walk closet . standard room , mind ( suite ) ! lobby restaurant lovely interior designer seem infatuate mirror kind like fun house , especially dimly light Ambassador Grill . say previously , quiet part Manhattan short walk Grand Central , Times Square , beyond . dissapointment view . east tower , absolutely anything possible avoid 01 room . think view adjacent tower pretty acceptable visit friend 's corner room floor absolutely shock breathtaking view . , stay away 01 view important you . overall , deal $ 200 pay ' m read people priceline half price . 's well worth ! 
 Jun 17 2004 	 wonderful new part 	 stay mum brother ten day 26th nov last year . first reaction see hotel lobby one awe show room . dissappointe room old , shabby drab bathroom leave lot desire go complain happy . give room side hotel nothing short amazing . new , modern , comfortable bathroom spotless view spectacular . excellent view empire state building city night thriile . find staff cooperative friendly amenity wonderful , also feel really safe area hotel , would definitely stay . 
 Jun 15 2004 	 affordable first class accommodation 	 world accept mediocrity nice get surprise good service . Millenium UN Plaza . begin end hotel staff pleasant accommodate . check - in / check - out breeze , valet bellman service impeccable , maid service thorough unobtrusive bartender / waitstaff Ambassador Grill super - efficent . room modern outstanding view . force offer criticism two thing come mind : ice bucket room ice machine floor , elevator somewhat slow . otherwise outstanding first class hotel reasonable price nice neighborhood . 
 may 25 2004 	 price ( $ 140 ) excellent value 	 husband stay 5/13 5/16 long weekend . get room bid Priceline . room great view , New York hotel room extremely spacious . room king - sized bed , sofa , write desk , plenty room walk around , great view Chrysler building . staff extremely friendly , despite many request check - in . room high - speed internet access , check ahead important . although rank four - star hotel Priceline , certainly Ritz ; bathroom , though clean , little shabby . however , price get , great value , hotel really nice . location also bad . far east side midtown , take cab many place , expensive . would definitely stay . 
 May 20 2004 	 Loved Hotel ! 	 stay 3 night May 3rd-6th . happy . lobby welcoming , mirror brass . room 28th floor spacious & amp ; clean . downside ..... tea / coffee make facility room ask reception . send coffee pot plus coffee tiny jug milk , barely enough 2 coffee . never fear , small supermarket yard away sell everything , unload mini - bar thing ! bed really comfortable , good seat area plus good light . view amazing ... watch sunrise hit Chrysler building , wonderful . try swim pool find little regimented taste . Stray lane peril ! ! ! find walk Times Square fine , far other say . go see Grand Central Station & amp ; wow , be lucky will catch busker great free show . go subway even free entertainment , see group boy break dancing , amazing ! never get ' Johns ' breakfast look good ... enough time . plan return NY certainly stay Hotel . good LOCATION . PLEASANT STAFF . CLEAN COMFORTABLE ROOM ... ask ? enjoy ! ( TIP ... not buy show ticket get ny . buy kiosk Times Square half price . always get show ask , every available show indication board & amp ; look like EVERY show available . ) 
 May 19 2004 	 Rude Disorganized 	 fly New York go check , rudely inform reservation actually night , could stay . odd consider flight hotel book together . leave without place stay evening . beware hotel disorganization rudeness employee . strongly recommend avoid hotel cost . 
 May 15 2004 	 Fantastic hotel 	 stay Millennium UN Plaza 5 night end April . read review impressed . room 35th floor face away centre towards one Donald Trumps building , view still excellent , want stay corner room hotel fully book stay . room lovely , modern clean bed comfortable . bathroom spacious clean cover mirror . visit famous John 's Place chinese across road great . also see film make Nicole Kidman Sean Penn , across road UN , exciting . holiday amazing not want come home . downside hotel not locate centrally near tube station Grand Central station , prepared walk . look lovely hotel really safe part town choose one ! 
 may 11 2004 	 Great Hotel Great Views Great Location 	 stay recently Millennium Un Plaza weekend break NY . would read review post hope would not disappoint . not . accommodate room 38th floor , view spectacular . fantastic return every night splendid sight window . let room little rough around edge bathroom bite tired old . find hotel staff welcome , atmosphere hotel relax , make use pool sauna , real bonus two stress - out workaholic . not use Ambassador 's Grill Restaurant glimpse menu show reasonable price appetize dish . bar fun good night cap . overall , really enjoy stay would definitely go back . 
 May 3 2004 	 Good 	 book two room wife two grow child five night 11 April 2004 base review site ( course price ) . second trip New York , mind first trip 25 year ago , first kid . room side hotel 35th floor , i.e . face Chrysler Empire building find view terrific , even though two day cloud . room clean bad size noise problem minor scuff mark wall near main door . the hotel pretty busy , mainly appear air crew u.n./business people , staff helpful although amazingly struggle advise good place buy mini IPOD . keep insist wanted buy tripod - must accent . hotel good , safe spot , slightly beat track however bit putting walk ground . tip - half suggest would good idea walk Battery Park ignore she / he get cab , back still recover . as other site breakfast day nearby Johns , excellant value , friendly service good free entertainment listen New Yorkers way work . New York say take stool foolish enough accompany daughter H & amp ; , Gap , Banana Republic etc else may lose live . can not wait go back , another 25 year else push round . 
