disappoint 	 rude staff ; good value price ; security check go room ; small & amp ; claustrophobic room ; inconvenient bed ; loud music bar first floor could fourth floor late night . go . 
 Cool hotel great location 2 minor fault 	 really enjoy stay hotel , be perfectly place explore Central Park , Empire State , Rockerfeller , Times Square 5th Avenue , within walking distance . room cosy yet funky , although two minor fault are:1 ) light bathroom bright enough - could barely see apply make - up come back bushy eyebrow ! 2 ) towel rail hook hang towel , not dry properly use . would not wash often somewhere dry . 
 perfect hotel perfect location 	 first time stay New York hotel first plus ! nice welcome , helpfull , attend , ... room spotless , spacey ( stay Queen room ) , breakfast large variety choice hotel amenity ( pool ! ) perfect ! would definitely go back . 
 Good Hotel avoid room number number 205 ! ! ! 	 hotel great location , clean small nice room , medium size good breakfast ... first stay room 305 bar run music 2 am level difficulty talk room ... argument receptionist , could finally move another nice room fifth floor . we recommend hotel make sure room third floor … . 
 little gem times square 	 stay 5 night begin honeymoon . not expect great deal 3 * hotel heart Times Square , however , pleasantly surprised ! ! arrival , reception staff friendly helpful offer we help advice make short time New York . take elevator 10th floor , first impression hotel look bit & quot ; motel - like & quot ; neon orange lighting , deceive . room compact well design little storage area bed , plasma tv , dvd player , ipod docking station , telephone , aircon , iron , hairdryer , self - stockable mini bar , wetroom separate toilet . room well maintain clean towel daily . bed comfortable bed ever suspend high window look crazy NYC comfort duvet ! hotel offer we continental breakfast ( think room basis ) , yummy ... pastry sweet savory , fresh fruit , cereal , egg , tea , coffee , toast , juice etc . serve 06.00 - 12.00 ! pool really lovely touch soothe ache foot sightseeing ... complaint would temperature need bring degree ! sauna steam room ! pool clean , music playing , swim - up bar , twinkly light ... honestly feel part hotel many guest miss enjoyment , could not understand ? ? ! ! highly recommend hotel , location perfect ! A+ 
 Sep 13 2005 	 great value midtown 	 check QT everyone note great value midtown . book Avant Guide website pay $ 135 . Staff say room different , hard tell mine representative - king bed platform seem little high ( 18 inch ) mattress top - could not walk around bed ... kind climb crawl far side 2 room ... real problem ... access concern , something consider - try walk top ' wrap - around ' platform bang head beam , go back ' the crawl ' ... seem like trimput design function ... not know designer actually ever sleep one room .... , minimal comfortable - great mattress , linen , pillow flat - panel TV ... be enjoy NYC use room sleep - great .... ' dog bone ' shape light fixture bed squeeze hand inside turn - main purpose seem passive sound reflector pretty cool ... space computer except platform edge ... several people move large room .... look like room corner may small .... one business type need work , another honeymoon couple - staff nice accommodate problem .... plan advance , hotel finish may hard upgrade find room small . my room center 803 long entrance closet / bathroom area well design except light bright turn someone sleep ... towel ' Kiss Face ' amenity nice - shower / toilet slide door unique . need add hook shower hang towel be shower ... , put floor outside shower ... walk across bathroom retrieve shelf be dripping ... - high design designer ovbiously never sleep / showered room ... staff say get lot complaint - think add hook somewhere ... staff helpful still learn ... breakfast morning , nice NYC hotel - coffee , juice , cereal , muffin , fruit , danish , croissant extra charge ... want upscale business hotel not stay ... want upscale budget style ... give try ... 
 Sep 11 2005 	 great location bed 	 QT wonderful location . room clean . bed WONDERFUL . front desk professional helpful . bellboy well dress extremely friendly helpful . continental breakfast nice ! poor would give would bathroom ... small , place put tolietrie shower . welllll worth money pay ( get great rate Hotels ) . 
 Sep 10 2005 	 great hotel - can not wait next trip ! 	 boyfriend stay 5 night qt end august would not hesitate stay ! customer sevice right location hotel perfect . love contemporary feel gadget technology galore love hotel . here highlight : - large ( ny standard ) open plan , room - not good room sharer little shy much privacy.- plasma tv , dvd player , fridge safe room.-lovely continental breakfast include free charge ! ! ! - polite helpful staff willing store luggage us checkin / out.- massive bed ! ! ! ! comfy could slept day night ! - much outside noise 4th floor ! ! ! -spitte distance time square ! great , great , great - must go ! 
 Sep 9 2005 	 happen quality control 	 arrive Qt Saturday Sept 3 , 2005 1:00 notice tv work , A / c work . report receptionist next morning 7:00 . get tv fit 5th , still A / c . every day 7:00 ask receptionist repair get answer ( engineer fit today ) . leave hotel Sept 7 . still A / c work . approach receptionist show list time try contact successful . really try get coud left note receptionist morning . calm person , do not argue . Ill will not come back hotel . visit New York alot , lose good customer . bet go today A / C still work . happen quality control ? policy hand defective room , try get away ? room number 1307 . 
 Sep 7 2005 	 Perfect Small Boutique Hotel Near Times Square 	 Awesome location , comforatable , contemporary , simple accomodation . like small boutique hotel cleanliness chicness , place .... also great price ! staff friendly ... helpful booking departure . party six ... 2 parent , 2 16 year old 2 10 yr . old ... love , though kid around ( nice contemporary pool / sauna / steam room area ) . include continental breakfast need well . side whole experience door bedroom sink area bathroom . bed ULTRA comfy ( comforter , duvet king size pillow ) ! ZZZZZZZZZ 
 Sep 7 2005 	 want love find lack customer service ... 	 return business trip ny , 3 night stay Hotel QT . review hotel website intrigue part overall impression favorable side , exception customer service - one place not skimp even offering & quot ; budget & quot ; accomodation . begin upon arrival : front desk woefully understaffed , check take 40 minute , reception also serve kind newstand snack shop guest . guest purchase item fill minibar , one person help everybody wait even though guest check time . second major inconvenience come put hold credit card double 3 night , plus $ 50 per day incedental . not aware next day phone call manager fix problem yet another day later , attitude encounter ask $ 1200 take card check frosty . ' ve never encounter anything like past travel frequently . one funky thing may encounter room , mention , not really believe see . travel alone , not issue , room two twin bed open shower face rest room directly . be travel someone not know intimately , * ahem , could akward . however , hotel decorate interestingly , great location , bed comfortable ( really one good thing stay comfy bed ) complementary continental breakfast quite nice . bar crowd fun . would stay budget real issue , one find much well service similar ambiance W . 
 Sep 2 2005 	 ze perfect ` ` nid d'amour '' : ) 	 planning come New York city , want stay nice place girlfriend , first time ' ve choose hotel read many review site , get surprised QT Hotel compare plenty other hotel list get many nice review chose one not regret ... yeah hotel like other , modern , mostly young customer ... first thing love time checking ; job deal ton hotel Europe 's always nightmare , take 2 minute time arrive get room . there lobby & quot ; place sell drink & quot ; bar wich also breakfast place , pool , man vend place tell check , , staff always nice polite ... room locate 13 floor , hotel get 16 floor 's good thing stay huge place thousand room , like easily find NY , not know locate corner & quot ; deluxe & quot ; room seem big expecting , least bathroom look big picture ' ve see . the bathroom get empty fridge put drink , one buy downstairs , safe , shower toilet roll door ; wich mean used time people want privacy ; fight lol ... not carei say towel get hudge , nothing like ridiculous & quot ; stamp & quot ; get Europe . the room not big , be enough 2 ( messy ) people , kingsize bed , extremly confortable , lcd tv screen , place put stuff ... great view 45st street . beside noise street air conditionning , nothing complain roomlater try pool ; be olympic swimmer need train forget , be small 3/4 foot deep , good enough relax , also use sauna . include price nice breakfast serve 11 am , love it . about location , hotel could call QT times square since 30 second away incredible place restaurant ( love & quot ; freedom fry & quot ; ) , bar , shopsconclusion ; girlfriend love great stay : ) , come back NY city will stay QT ... 
 Sep 1 2005 	 Good Deal Great Location 	 hotel great find city not get much bang hotel dollar . first , hotel new . mean 's clean , air conditioner quiet , room not smell like mold , mildew , city , bed comfy linen really clean . second , hotel great amenity . free continental breakfast ; small pool swim bar , 24 hour fitness studio great modern equiptment steam room ; comfortable hotel bed ' ve ever sleep . third , location can not beat price . hotel may modern traveler . bar stylish . customer tend young hipper say , Marriott Hilton . would stay time . 
 Aug 19 2005 	 love Comfy Pillows Sheets 	 great find . Room decorate chic , modern style . large king size bed flat screen tv wall foot bed . bed platform , give sleek look . floral bedspread - linens ecru crisp . comfortable hotel pillow ever . huge towel wrap shower ( shower head one large circular rainshower type ) indoor pool lobby get quite bit use . family day , young adult evening . breakfast treat- bagel , croissant , OJ , coffee , cereal , yogurt & amp ; fruit . front desk staff could nicer accomodate . check - in quick efficient . and location ! oh , location ! around corner Times Square . downside : can not close bathroom area , towel hook room ( SIL 's room towel hook , mine not ) , dimly light hallwaysdefinitely top list repeat visit . 
 Aug 17 2005 	 QT quite hotel 	 stay QT hotel three night august . funky , clean understate friendly hotel staff good sized bedroom . ask 10th floor follow previous tripadvisor review . good idea quite noisy outside . location , right heart theatreland suit we well . 's modern hotel 24 hour gym , steam room pool - BAR ! ! may ask trouble - lucky drunken frat party around ! ! room , open access bathroom , good couple friendly friend ! ! Breakfast include first american hotel , experience . friend visit princeton impressed go stay next time city .. great value , great room , great location - great hotel 
