alarming 	 ok , ' ve read review know well . truly alarming place , fire alarm still go middle night ! ! ! review go back 2006 refer problem , still happen ! ! ! yes , 2009 ! ' m multi - night business trip . far , one night , one fire alarm . can not afford tired . ' m multi - night business trip . one fire alarm middle night ' m outta ! ' m willing overlook tired decor , dirty bathroom tiny room location awesome . fire alarm different story.location ? double check.staff ? check.cleanliness ? much ... alarm issue ? enough put place bottom ... 
 likely stay 	 due flood Kingsway Hall offer alternative ' sister ' hotel . turn bit like one Cinderella 's sister . small room , though clean . unattractive lobby team ilalian teenager arrival team Italians departure . breakfast . try get case storeroom joke , stand concierge desk rude hopeless . ' you try job mate ' say complain Italian . ' not even ' . proceed take everyone ticket stub everyone mix free ensue . get another job get properly train . do not stay . 
 lilliputian room well locate clean hotel 	 London conference first time city , stay room little time . feel claustrophobiac , though , ' ve never . room ridicously small , could unpack clothe . use toilet venture . staff , except door man , condiscende unhelpful ( ask twice stand suitcase hair dryer ) . good side , clean location great , neighborhood public transportation . 
 Apr 13 2004 	 clean comfy beware car park . 	 recently stay hotel find comfortable . room bit small side , understand might disappoint , clean amenity . breakfast plentiful , clean dining room ' ve see large hotel long time . want hotel car parking visit relation , however , car park lock 8 p.m. , not plan check day sightseeing collect car ! well park outskirt get tube ! 
 Apr 7 2004 	 look mold mildew 	 dissapointe Kensington Close Hotel . give we Room 311 never see much mold mildew bathroom life . room extremely small hard get around touch . hope clean staff would take care problem make bed . everything room dirty . day two room switch . room also third floor . big quieter still mildew bathroom . sure choose thouroughly clean room . bit bleach would go long way hotel . 
 Apr 6 2004 	 great location really small ! 	 Hotel location wonderful - a minute tube stop mar tiny room . girlfriend barely room suitcase . see room floor much spacious , however , get good deal expedia , may give we bad room . otherwise , hotel pretty nice , although would shy away pickle cheese sandwich bar ! 
 Mar 31 2004 	 could barely move room . 	 room bit large sleeping car compartment train . room put anything . bathroom totally tiny . staff confused reservation , know breakfast include . concierge pleasent . 
 Mar 28 2004 	 Great Value Location . 	 young daughter stay early March wonderful time . first trip fifth -- compare hotel stay , one offer great value good accomodation . the room indeed small , reviewer note , space adequate . small writing desk handy ; bathroom modern well appoint -- shower toilet work well ( always case , last London hotel 3 - star range ) . closet space minimal sufficient . bed comfortable , good linen , fluffy pillow , warm comforter ( easy attain many hotel price range ) . Daily housekeeping service excellent . hotel great location -- minute away Tube ( although Circle Line break ) many shop . Marks Spencer , Safeway grocery , couple bookshop , lot place shop eat ( Wagamamma 's Soprano be recommend good , cheap eat ) . Kensington Park short walk away , offer nice respite busy city street . the spa hotel good bargain 5 pound duration stay , pool , hot tub , sauna , steam room wonderful long day sightseeing . find staff helpful . breakfast Carvery pricey , come package ( less 60 pound per night current exchange rate ) . suggestion people travel child : take advantage daily travelcard tube -- two pound eighty one adult one child , well deal buying either single adult / single child ticket carnet ( 15 pound ten ticket ) . travelcard good unlimited Tube / bus travel also use discount different venue , like city cruise -- , despite travel book say , not need bring photo daily travelcard . 
 Mar 27 2004 	 great hotel ! 	 great two - night stay hotel . extremely clean attractive . location optimal , close tube shopping . business center lobby , internet access offer nominal fee . concierge helpful , provide valuable assistance . highly recommend stay . 
 Mar 25 2004 	 comfortable pleasant 	 stay early March 2004 single room find extremely comfortable clean . actually large expect . staff hotel pleasant quick assist need , include restaurant . 's bit pricey side budget traveler , get pay , experience . 
 Mar 23 2004 	 Good 	 recently stay Kensington Close Hotel ( Mar 04 ) would definitely rate average excellent value 3 star hotel London . room quite small big enough manouvre round well arrange size , also clean chamber maid come every day . however , would recommend upgrade full breakfast include deal continental breakfast dire ... milk warm , tea like treacle coffee awful , cereal range small cheese ham look old , even croissant look stale . hand bar good serve delicious pizza bar snack . location hotel also good couple minute walk High Street Kensington tube transport easily accessible . good value money . ( sometimes think people forget be paying - want top knotch go stay Ritz ) . PS : harrod open Sunday . 
 Mar 19 2004 	 great value 	 Kensington Close hotel excellent value money . find location ideal sight London , whether tube , bus taxi . Harrods 10/15 minute walk V & amp ; . room clean , staff friendly helpfull . breakfast excellent . would highly recommend hotel , would certainly use 
 Mar 19 2004 	 quite good 	 stay 3 night , last min special expedia . room quite small , like london , modern look clean . location value could much well , minute walk tube great thai muffin shop next ( skip hotel breakfast cost ) . overall good experience . 
 Mar 16 2004 	 Slow Check 	 book hotel 5 month think get good rate arrive ! ! ! ! book executive double see previous review hotel speak hotel direct beforehand tell executive double large hotel . after 15 minute wait check duly arrive room . open door find little desk , luggage rack ( behind door could open door ) bed . bathroom slide door . room small husband could get around . tv stuck wall . we could even sit . speak another couple next door tell room standard pay ? 60 ( pay ? 150 ! ) . return reception ( way husband sit luggage rack chair break ) tell executive room available yet no - one check yet - 3.00 p.m. tell come back later . return back give another room could believe room next door previous one . after third attempt settle executive twin room would still describe small enough time . sorry go room speak people turn standard double room use single room hotel Posthouse . stick slide door bathroom would way could get in . bar okay , breakfast wonderful pay go Kensington High Street . area easy get around lot bus tube station 5 minute away . would stay hotel - never . small room ever stay . Travel Inn / travelodge big room give idea size . appreciate room time sit bed / luggage rack lack space unbelievable . please read previous review correct . hotel although room allegedly refurbish need demolish rebuild . standard room old single room . furnishing luxurious like say . twin bed cover split room small quilt . Hope review help . 
 Mar 13 2004 	 mixed feeling hotel 	 stay Kensington Close end February . one place probably great hotel , old need update . restaurant nice bar beautiful . concierge helpful . room bath small , generally clean carpet gross . also notice upholstered chair area need redone . location ok , close High Street Kensington tube stop bus stop . would probably pay little stay somewhere else next time . 
 Feb 26 2004 	 Thought nice 	 stay October 2003 problem place , fact take forever check gas leak find . therefore , guest allow build til 10:30pm . staff handle situation quite well though think . room , think comfy bed duvet wonderful . room definitely big enough bathroom decent sized . location close train station always plus . 100 US dollar , think place well hotel England stay . would definitely stay . 
 Feb 21 2004 	 surprise ... positive experience overall 	 read review post prior select Kensington Close Hotel stay London , would agree positive review previously post . posting , location fantastic ... yes . like 2 minute Tube location fabulous ( Kensington ) . plentiful shop , cafe , restaurant around High Street Kensington . neighbourhood one rich area London within 15 - 20 minute walk Notting Hill Kensington Palace . quite lively area London . come North America , exchange quite steep go UK find rather eat restaurant time cost efficient head street ( like 5 minute hotel ) grocery store Safeway purchase food item . much cheap way especially since time walk street ( buy food eat room Breakfast sometimes dinner - hot food available Safeway ) . well , internet cafe store front safeway - handy wan na stay connected world . all - in - all , find Kensington Close hotel nice place stay . yes , hallway main foyer look kinda ' motel - ish ' dark - red carpeting ... yes . room tiny clean bathroom clean ( room anyhow ) really think would hard press find another place London receive value pay . overall , ideal place stay nice part London ... not complaint would definitely recommend look biggist bang buck . next time London , book . 3 star place , would give 8.5 / 10 .... really not think find much superior place comparatively speak ... 
