Loved 	 get great deal website promo code Thanksgiving holiday . hotel all - suite , huge room / bathroom , quiet , smoke free staff top notch . great service Concierge ( Ozzy ) front desk check - in breeze . never see housekeeping hall , room make every day ( electronic system let know want housekeeping ) . Stayed Tower 1 -- close MGM Casino , enough distance feel like frenzy ( second - hand smoke ! ) . walk escalator & quot ; people movers & quot ; provide high heel wearer respite walk casino . use monorail MGM Grand travel strip -- convenient . ticket purchase right monorail & quot ; station & quot ; ... not though -- nice man give we ticket leave next day use ticket 2 day :0 free WI - FI ! ! ! ! ! definitely stay . 
 amazing hotel 	 boyfriend return 6 - night stay signature . stay one bedroom suite Tower 2 . hotel room absolutely beautiful . great experience would definately return . complaint distance casino ( 10 - min walk ) . day tired make long walk back room . aside , be great hotel regret choose stay . 
 watch ! 	 ' watch . stay 2 night , get 3rd night free deal even paperwork name people talk even though e - mail offer send directly , take hour get honor . however hour , every single person check kind deal something , drink , whatever every single person fight hard get honor special . travel living , go Vegas least couple time year work . really great place , 35th floor Strip view Jacuzzi kitchen . get private cabana pool , might well , ' pay resort fee . fight ruin though . go leave high dry finally prevail upon right thing . never see anything like people , even Newark ( personal standard hassle travel ) . plus try make feel cheap honor deal . give break . 
 worth walk ! 	 yes , hotel strip . take 15 minute get front MGM ( strip ) . walk signature hang leave walk Planet Hollywood strip ( 15 minute walk ) . walk easy big deal . the hotel beautiful . 1 bedroom junior suite connect . room clean , king bed comfortable kitchen set - up helpful . use kitchen make breakfast , store water , beer snack . car drive 5 - 10 minute Albertson ' supermarket . the mattress sofa pullout could little firm . average sized guy ' comfortable . we Tower 1 , Starbucks , fitness center ( modern ) , lobby bar business center . valet parking ( free ) end tip every time . fast friendly.2 minor issue – ( 1 ) get sofa bed make . make request front desk , fulfil . call housekeeping come make sofa ' . 1 day checkout must think check close sofa bed . call housekeeping - fast courteous . ( 2 ) gamble MGM Casino apply comp room MGM Signature . overall great stay . want get away madness end day place . 
 nice hotel 	 can not really comment stay authority , first time Vegas , idea expect . one night , not use hotel facility . however - night , nice hotel . price pay ( GBP80 mid - week ) , promise & quot ; Junior Suite & quot ; , expect Vegas term normal small room . however , definitely suite - sized , fully appoint , way fully - equip blender kitchen area . overkill one night , definitely great long stay . also , one night - 's fair trek strip . assume next MGM Grand ... quite ! although access walk MGM reception , past restaurant , past show , several enclose walkway ... time get ( Tower 1 3 - furth ) , have walk half mile ! tourist - walking , foot pretty tired end stay there . however - hotel nice , long stay , ' m sure would welcome little distance away . service friendly efficient . one night , perhaps try brave one big hotel actually strip , night , be great mix close , close .... 
 Aug 1 2009 	 beautiful calm oasis midst insane Las Vegas ! 	 signature elegant , calm place stay . room large beautiful . pool peaceful good hotel non - smoking ! would highly recommend stay Siganture fond horde scream people smoke fill lobbys . certainly get fill latter take quick walk attach MGM feel much like huge , crowded mall escape ! signature close enough Strip without strip . taxis plentiful hotel staff enough . room clean three pool ( 1 tower ) . two minor complaint : pool area smoke free enough place get food even snack hotel evening . must make trek grand good ten minute walk away . grant , move passage way part late night want ice cream bag chip , feel pretty ridiculous not even small sundry store hotel . another suggestion would mini bar snack room . say , husband fantastic experience signature check several hotel strip , happy choose one would gladly return ! 
 Jul 31 2009 	 great resort ! 	 highlight : - check airport easy- room 36th floor large balcony- resort quiet- walk MGM easy thought go quickly- room service great , food fresh ... even 3 am ! 
 Jul 31 2009 	 Excellent hotel 	 sorry delay post review . stay hotel new year excellent view balcony fab . although hotel not allow firework roof anymore since Mirage catch fire firework display . we stay Tower 2 room amazing . love tv bathroom . would recommend anyone go . walk MGM not bad people make , travelator help along . plus right end catch monorail . 
 Jul 31 2009 	 MGM signature awesome ! 	 recently spend another 5 day MGM Signature tower # 3 , make 4th trip location . ' say enough place amazing . visit Vegas year , sometimes twice past 8 year right ' think stay anywhere else . absolutely love fact go grocery store stock kitchen stay , allow freedom eat , snack drink whenever want . nice able stay cook complete meal choose . also money saver . always rent people always request corner unit tower # 3 overlook pool . way , look referral someone rent , travel two three time year always go Condo Hotel Marketplace dot com . absolutely joy business top customer service ensure customer life also spread word . property country ' looking , find someone . people condo hotel marketplace read review , thank much always make great experience make feel like customer , even though know crazy busy , always make feel like one . 3 tower pool . pool get crowd like Vegas . nice relaxation also fast service bar / grill well . get really , really hot , pool Gods walk around hand ice - cold towel silver platter . swear , happen signature . write previous review signature . ' believe either ' see . one favorite part right outside pool area , chair couch around open outside fireplace turn . nice relaxing day Vegas sit pool day , eat dinner comfort condo take beverage outside " lounge area " . fireplace gas ' put much heat , nice ambience . ' ready call night yet , MGM Grand connect walkway walk hit bar . studio 54 favorite MGM Grand . short walk back inside walkway , cab involve , never even walk outside ! Lobby Lounge , Tower # 1 also favorite mine . always make sure visit least stay . ' say before … tacos favorite ! whoever think start build condo hotel brilliant . price comparable regular hotel room money save food beverage insurmountable . mention separate living room , dining room bedroom . ' like apartment vacation . highly recommend MGM Signature tower . ' like thank provide awesome Vegas experience ! 
 Jul 30 2009 	 absolutely fabulous time signature 	 stay signature anniversary . first real trip vegas , plenty research . stay tower 3- furthest strip- find short walk move walkway fine- short trip walkway mgm . yes , walk 5 minute top farth tower- vegas- walk everywhere ! find signature nice oasis away light craziness strip really enjoy smoke - free feature . jr. suite clean , beautiful huge jacuzzi tub tv bathroom . love much stay year 's anniversary . , hubby love bowl free apple lobby . plus , complementary valet parking always bonus . 
 Jul 30 2009 	 great stay ... 	 wife stay honeymoon seven night . experience exactly expect review TA . Jr Suite well appoint get put upper penthouse floor tell desk check honeymoon . staff friendly professional . utilize mini kitchen breakfast fridge come handy keeping drink cold . pool tower 1 2 great . pool huge suited crowd rarely kid . mostly people relax drink .. chat read book . food poolside quite good reasonable . check MGM grand pool see crowd scream etc happy head back signature pool like . walk ..... stay tower 1 walk MGM Grand take 5 - 6 min . get Las Vegas Blvd go casino , past lion habitat studio 54 strip . prepare walk Vegas want see sight attend various show . also prepare dummy snap little card 1 - 800- girl something . must 40 people strip 1 million little card everywhere . Harmon avenue construction ( street run beside signature tower ) ... make expensive cab ride dangerous / loud walk stick Las Vegas Blvd walking . monorail also stop MGM . find monorail good way travel avoid scorch heat access end strip . ( Love Mirage , Wynn etc ) complaint monorail get stop walk casino / hotel monorail stop .... make confusing try find strip . really big deal great explore hotel ... get bit frustrated trying find way out . we stay seven night attend David Copperfield ... Jersey Boys ... Peepshow Beatles Love . really enjoy show Peepshow David Copperfield buy ticket ticket 4 tonight location MGM Grand big coke bottle . go grand canyon .. hoover dam .. route 66 lake meade part Grand Adventure tour ( awesome ) , go premium outlet visit major hotel casion . explore come dining option . everything MacDonalds dollar menu high end restaurant . enjoy italian restaurant Venetian . little booklet / magazine call Las Vegas go available free nice job list restaurant ... entertainment etc . also magazine room similiar bulky carry . get Las Vegas go booklet front desk . far casino go people MGM bit rude get offer drink seven day .. gambler mean , .. willing basically donate money via slot roulette . find planet hollywood friendly staff ... offer we drink right away even throw dollar penny slot way . signature hotel excellent meet expectation . first time Vegas enjoy . would stay . cheer 
 Jul 30 2009 	 top stay LV 	 great stay ! book one bedroom suite week feel like home . upon arrival , free valet parking await we , enter lobby , know would enjoy luxurious ground . check , offer Strip view , although book Mountain view . stick Mountain ( airport ) view since much high floor , 35th floor . ' ear plane ' pretty cool see land take ' . room , ( condo say ) approx 1000 sq ft , fully equip kitchen , living room , separate bedroom , 1 master bathroom glass shower huge Jacuzzi another bathroom large glass shower . everything high end , 3 flat screen tv , Jacuzzi tub , Subzero fridge , Miele stove oven , Bosch dishwasher , Villeroy & amp ; Boch tableware , … everything top notch except coffee machine . upgrade fancy espresso machine , clearly budget , guess want we spend buck Starbucks lobby ! free bottled water available everyday room , 3 pool 2 gym . Free Wireless internet work perfectly , even poolside . signature resident also full access MGM Grand pool lot crowd good ' " see see " action . signature small walk Strip , ok anyway , ' go LV , expect walk lot . tower 1 close MGM Grand . tower 3 actually close Bellagio , Paris , Ceasar ' s … advice walk inside Miracle Mile shop ( Planet Hollywood ) across Harmon Street Tower 3 . land Strip action without sweat . 
 Jul 30 2009 	 back ! 	 fabulous , fabulous , fabulous ! perhaps BEST hotel ever stay service . we arrive long drive California via London Bridge Arizona little weary ! drive Signature , arrive gate reservation acknowledged direct either tower 1 , 2 3 . 3 . valet side car instant pull open door . second take drive Tower reservation detail obviously pass Valet greet name . nice touch . ice cold water bring drink wait bag remove boot take reception . time chat staff genuinely want helpful , none & quot ; ' m til find well job & quot ; attitude ! check quick really feel like vip 's stage . take lift think 33rd floor ! fantastic room , mod con , twice size normal room kitchenette godsend Vegas . within 10 minute luggage arrive porter bring , go show we bit peice room BALCONY ! ! ! ! 33rd floor could walk outside ? ? ? , enough . the bathroom massive , huge jacuzzi , shower large enough 2 , seperate toilet . kingsize bed comfortable , also lounge area sofa chair.the kitchenette need keep starve morning ! toaster , coffee maker , microwave , fridge , mini hob etc . tower 3 furthest tower MGM , be pleasant walk tower 2 ( be Starbucks ) 1 get . make way throught MGM casino onto Strip opposite NY NY . leave Tower 3 , walk main gate drive turn leave . 's short walk Strip come Planet Hollywood . not problem either way 5 night try way ! good thing signature service . stay Bellagio last year although stunning hotel , not feel service well anywhere else stay . bad service , indifferent . signature obviously take good old fashioned hospitality make trademark . honestly say stay anywhere else Vegas whilst signature top game ! ! 
 Jul 30 2009 	 Great Hotel 	 HUGE .... bit confusing beginning ... know check ..... finally make way Tower 1 .. Grand Reception , Good room ( spacious ) .. , Good Service .... need take long walk Breakfast section .... find overall experience overwhelming ..... 
 Jul 29 2009 	 Buyer beware ! never ! ! 	 book hotel hotels.com absolutely idea room mostly privately own . spend literally hour phone day arrival due error part third party book agent ( unaware ) finally give room . room bed king bed abslolutely towel , soap , coffe , bed pull - out sofa upon arrival . room manage directly MGM , housekeep on - site refuse provide we even single towel night bed son crib baby . alternate housekeeping service 800 room manage MGM available 10 am 4 pm not give room 6 pm . nightmare , shower spew scald hot water unusable . people slam door make racket hallway night long pool basic unimpressive . ' m sure place would worth 5 - block walk main casino noisy totally disorganized . definitely stay Paris next visit 100 % well experience previously . 
 Jul 29 2009 	 Fantastic 	 stay 10 day signature . fantastic hotel . staff friendly eager please . room spacious well - maintain . short walk MGM cover walkway , quite appreciate 107 + degree heat ! drawback , way reflect hotel , road construction make access difficult . , wonderful hotel would definitely stay . 
 Jul 27 2009 	 great hotel middle chaos 	 check airport arrival smooth pleasant . also manage pick love ticket airport save we early trip Mirage . staff signature friendly professional . like strip little , away madness . quiet - time . pool area great , relaxing . never problem find lounger drink . surprised see trip Tower 2 MGM casino 7 minute -i time . comment TA , have think 20 mile hike full pack . complaint hotel might sound come hallway . ' m sure be really reflection hotel comment boatload 20 year old roam Vegas parent 's credit card . every night punk yell hall respect anyone else floor - 's sound like old fart . the issue totally hotel 's control might helpful anyone stay signature next couple week . Harmon construction get hotel major pain . morning not bad evening horrible . taxi meter $ 10 get Harmon , wait line get property . monorail walk MGM cab would well option . general hotel extremely nice good value . think would difficult find comparable property price . 
