Clean 	 husband book Rooms Manor experience really good . sister parent also . even ask , check - in , give we adjoining room . room clean comfortable . room locate ground floor - parking basically front manor . Circus Circus offerre really good buffet meal - 20 usd whole day ( breakfast , lunch dinner ) also offer eat prime rib 13 usd . well worth it . we stay 2 night really great time . probably one cheap hotel facility great . 
 disaster 	 daughter family stay 4 night Circus , Circus Las Vegas . total disappoint past experience . normal amenity i.e. , refrig . , Microwave cost extra per day , room clean , elevator break , walk flight stair get room . talk desk receptionist Supervisor unprofessional sympathic . & quot ; kid friendly & quot ; advertised family set prior year staff rude instance . ever recommend staff Circus , Circus Las Vegas . many family attend football tournament . next year stay elsewhere . 
 cheap ... 	 Somewhat way & quot ; strip & quot ; . price right though like clown , well will love place . room pretty basic , date . room quiet . Shower floor uneven feel somewhat odd ... not know would stay pinch , 's bad choice Vegas hotel . 
 Sep 9 2008 	 get pay ... 	 stay Circus Circus , arrive July 29 leave August 5th . will start positive notes:1 . bedding towel clean.2 . room cheap.3 . breakfast buffet good strip.4 . duece basically stop right front Casino.5 . nice variety game include slot , poker gambling available.6 . loved half - price ticket booth near registration desk staff WONDERFUL ! negatives:1 . room cheap part & quot ; manor & quot ; room , 2 block _ behind _ casino ! 2 . bathroom floor tiny cut lacerations linoleum . wallpaper discoloration . bathtub back shower 5 minutes.3 . wait 2 hour line registration outrageous ! registration open 3:00 pm come back around 5:00pm . even come back around 10:00 pm , line STILL 2 hour wait ! 4 . casino northern part strip . be far away everything else ! since get rid Stardust , 2 casino nearby - Riviera ( across street ) & amp ; Slots Fun.5 . get Duece hellish time . always pack rider go southbound strip.6 . KIDS KIDS EVERYWHERE KIDS ! ! ! ! ! ! ! ! ! run around , without parental supervision , act like hooligan , one around make sure behaving ! walk casino floor get Midway Area circus act perform . hope go casino get away child ! 7 . even though 2 pool , try get chair near pool impossible . Circus Circus old casino try make renovation update . honestly get pay not like child , _ not _ place ! never stay ! 
 Sep 8 2008 	 not believe hype 	 people like book Circus Circus read horrible review : Stayed 30/08 01/09 Labo ( u ) r Day weekend busy . lot child walk hotel go gambling area allow . longish line check not take long . staff extremely polite helpful . stay West tower room perfect . food ok . Denny 's road would say breakfast there . there doubt old girl could lick paint ' ve save money stay go gamble Wynn 10 - 15 minute walk away . beautiful hotel . try champagne Sunday brunch . will not want eat week . all enjoyable stay . difficult fault . 
 Sep 3 2008 	 BIG DISAPPOINTMENT 	 Husband stay Aug. 29th thru Sep 1st 2008 . little deceive lobby , nice shop / restaurant also nice . come actual room , big disappointment . cigarette burn Bedspread , could see also old visible fading . first night , hole sheet , 2nd night , tear sheet . least change , ' say much . tv small station old episode tv show , premium tv , unless pay . even Motel 6 , give HBO . aside room issue , ½ elevator cause people take stair last day . floor 16 . husband also , get leg catch one elevator ' automatically open " " sense someone something still door . young girl actually get arm catch previous day . tell problem , ask husband hurt ' ask elevator , ' care fix . unless ' look Motel quality , would recommend anyone stay . ' actually worth pay little bit per night stay middle strip decent hotel . shop / restaurant compare poor quality room . would stay ! 
 Sep 2 2008 	 Circus Circus = Family Friendly 	 book one night back end long trip West , ' ve get to say , room perfectly adequate , absolutely nothing positive say hotel . in general , smell bad , extraordinarily confusing get around , even Vegas standard , limit relatively poor food selection , staff courteous , certainly nothing special helpful . one word caution . name theme misleading . like virtually everything else Strip , place truly family - friendly , unless be ok ( mildly ) provocative circus act truly adult atmosphere . hey , 's casino , right ? not mistake & quot ; circus & quot ; atmosphere , might fine . our room Circus Circus Manor , close building main tower . room huge , generally clean , comfortable . take 20 minute walk Center Strip area ( Bellagio , Paris , Bally 's , etc .... ) . parking garage absolutely massive , Manor , park right outside room . not place would stay . stay Excalibur early trip , would say far superior , despite small room casino - smoky smell . 
 Aug 31 2008 	 far strip . 	 return Vegas , weather fabulous , sight eye popping , go back next year . we stay CIRCUS CIRCUS HOTEL , advice travel agent , tell central location activity attraction ......... boy mislead . the hotel end strip , wrong end , far away hustle bustle , pay 20 dollar taxi get MGM , luxor ETC . day pay 60 dollar taxi alone . the hotel one old strip , smell , i d believe . staff lovely , complaint , room clean basic , thing room , use safety deposit box , put 50c everytime open . got bit annoying . the pool tiny , maybe 8 ft 6 ft , good hoiday resort . the buffet make we ill , try one day loo vomiting , gave go 2 day later , loo , taxi driver tell we , tourist end hospital Circus Circus omg.i see approx 2 ambulance daily leave hotel . so cheap room want , go , location , food , sunbathing , shopping , stay Mandalay , MGM , Ceasers , New york new york venitian pure luxury . also fab spa .... go Wynn hotel . 
 Aug 30 2008 	 be ok ... since short time 	 ' ve travel southwest past 2 week end vacation fly back home . hotel definitely dowdy side . clock radio stick bedstand totally gutte ( like car block ) . elevator pool almost scary general beat feel place . however space room bathroom generous enough get place price location north end strip ( be Skyrise Tower , 3rd floor , great view ) , ever find Las Vegas , will try different casino / hotel money . 
 Aug 29 2008 	 tired hotel 	 ' ve past could not believe . really look worn outwe room 29825 that s 29th floor new tower . hall carpeting wear hardly design leave . pleased see beautiful looking room , ..... little know . mattress soft , actually slide edge , .... bad part bathroom , sink loose faucet , hubby say surprised not blow . shower head leak direction never able shut water completely . but first , arrive , noticed handtowel call housekeeping gal come give we pile washcloth say & quot ; & quot ; hand towel . wonder pile people check we . good tower , imagine get bad one . we not try restaurent , casino probably one good stop kid , cuz everywhere , scream run bus load tourist luggage pile everywhere ( take lobby hall ) general noise confusion . place anyone want & quot ; nice & quot ; place stay . 
 Aug 22 2008 	 circus circus 	 worry staying read dodgy review amazing time.check quick , room easy find , book 3 together within 5 room other.our teen absolutely love ! big room , lovely bathroom clean . strip , bit walk away new york new york end hotel carpark free drive end . get bit hot walk time . say though treasure island mirage nearly next door ! make sure fit free show front hotel , fountain bellagio breath taking.would definitely recommend hotel family , especially teen . one thing find shocking amount wee little kid 2 morning . dodgy sight late evening strip feel uncomfortable time walk around 2 teen , enjoy though ! not get lose venetian ! like small city hotel , walk watch gondolas hour walking end come another hotel pretty much start ! ! ! also make sure visit cheesecake factory caesar palace , fantastic ! beware order appetizer not small portion ! ! 
 Aug 21 2008 	 good price 	 stay 6nyts early year & amp ; problem . stay tower room ( refurbe one 's ) & amp ; fine . know not one top hotel strip not pay top price either . not good room ever stay clean enough & amp ; plenty space . bit strip deuce bus job get around . go Vegas think would pay little bit extra & amp ; stay Excalibur . pretty much class hotel bit well location . be book hotel & amp ; concerned bad review , not worry . amount mile walk every day have happy sleep tent car park ! ! ! 
 Aug 19 2008 	 Family Friendly Hotel Strip 	 stay part honeymoon quite pleased atmosphere . consider family friendly hotel strip . room clean comfortable . problem long line wait check . 
 Aug 17 2008 	 K 	 get back Vegas week Circus 3rd 10th august . stay Manor Wing expect horror story , ok , clean every day , nice big bed , ice machine outside . only eat dear food much kop . hard part try get hotel , fat people everywhere , grandson we dident go ride . take 45 minute check in . wouldent stay . 
 Aug 16 2008 	 stay STRIP STRIP price ! 	 go Vegas nine day July - arrive crazeee July 4th ! say check easy room large clean . hotel gear family unlike hotels strip kid everywhere . stay teenager move room next door noisy quite intimidate - hotel security help desk fantastic change room within hour quiet much large room . Circus Circus may old finnesse new resort hotel everything need - fact do not want leave week really would not load restaurant fast food plush expensive steak house . pool area across walkway behind hotel two good sized pool bar snack bar - good chill - 42degree stay poolside couple hour day . Vegas fab DEFINITELY back ! ! 
